epoch,accuracy,val_accuracy
1,0.288442462682724,0.44805195927619934
2,0.3814150393009186,0.5571428537368774
3,0.37767812609672546,0.5727272629737854
4,0.3854010999202728,0.5792207717895508
5,0.4621325433254242,0.6272727251052856
6,0.514449417591095,0.6259739995002747
7,0.49975088238716125,0.6246753334999084
8,0.5122072696685791,0.6298701167106628
9,0.525411069393158,0.6012986898422241
10,0.5868055820465088,0.6311688423156738
11,0.5747384428977966,0.6480519771575928
12,0.6576576828956604,0.5441558361053467
13,0.566517174243927,0.7038961052894592
14,0.6811161041259766,0.6558441519737244
15,0.7197309136390686,0.5337662100791931
16,0.6123567223548889,0.6688311696052551
17,0.706845223903656,0.6857143044471741
18,0.7396611571311951,0.701298713684082
19,0.776033878326416,0.7233766317367554
20,0.7336820960044861,0.715584397315979
21,0.7742899656295776,0.6870129704475403
22,0.8542600870132446,0.7090908885002136
23,0.8278524875640869,0.6883116960525513
24,0.8432984352111816,0.7233766317367554
25,0.864474356174469,0.6935064792633057
26,0.8749377131462097,0.7103896141052246
27,0.8617339134216309,0.7142857313156128
28,0.8821624517440796,0.7220779061317444
29,0.792974591255188,0.7272727489471436
30,0.8021923303604126,0.715584397315979
31,0.8001993298530579,0.7116883397102356
32,0.8134030699729919,0.715584397315979
33,0.7775286436080933,0.7077922224998474
34,0.8236173391342163,0.71688312292099
35,0.7673143744468689,0.7077922224998474
36,0.7977080345153809,0.7103896141052246
37,0.8226208090782166,0.71688312292099
38,0.8288490176200867,0.7181817889213562
39,0.8079222440719604,0.7116883397102356
40,0.7957149744033813,0.7129870057106018
