epoch,accuracy,val_accuracy
1,0.5387656688690186,0.42932331562042236
2,0.5817644000053406,0.4368421137332916
3,0.5927656292915344,0.4646616578102112
4,0.5996814370155334,0.4620300829410553
5,0.6068994402885437,0.4710526168346405
6,0.6100675463676453,0.48045113682746887
7,0.6130329370498657,0.4703007638454437
8,0.614259660243988,0.49248120188713074
9,0.6181922554969788,0.48609021306037903
10,0.6177406311035156,0.4823308289051056
11,0.6223594546318054,0.49210527539253235
12,0.6227292418479919,0.4917293190956116
13,0.6345767378807068,0.5142857432365417
14,0.6374213099479675,0.5131579041481018
15,0.639298677444458,0.5206766724586487
16,0.6398640275001526,0.5214285850524902
17,0.6404151320457458,0.5236842036247253
18,0.6419654488563538,0.5203007459640503
19,0.6412578821182251,0.5236842036247253
20,0.6428436636924744,0.5218045115470886
21,0.6433592438697815,0.5244361162185669
22,0.6435227990150452,0.5236842036247253
23,0.6444152593612671,0.5248120427131653
24,0.6434268355369568,0.5218045115470886
