epoch,accuracy,val_accuracy
1,0.17872340977191925,0.16879795491695404
2,0.26127660274505615,0.21739129722118378
3,0.31489360332489014,0.3734015226364136
4,0.38808509707450867,0.4117647111415863
5,0.3838297724723816,0.40409207344055176
6,0.4221276640892029,0.41432225704193115
7,0.4493617117404938,0.4117647111415863
8,0.4561702013015747,0.47058823704719543
9,0.47063830494880676,0.47058823704719543
10,0.4723404347896576,0.4578005075454712
11,0.4953191578388214,0.4859335124492645
12,0.4893617033958435,0.5089514255523682
13,0.4893617033958435,0.49872124195098877
14,0.5319148898124695,0.5012787580490112
15,0.5072340369224548,0.4936061501502991
16,0.5361701846122742,0.4680306911468506
17,0.5310638546943665,0.5089514255523682
18,0.5514893531799316,0.5140665173530579
19,0.5361701846122742,0.5191816091537476
20,0.5497872233390808,0.49872124195098877
21,0.5004255175590515,0.6982097029685974
22,0.705531895160675,0.7544757127761841
23,0.7659574747085571,0.7647058963775635
24,0.7982978820800781,0.790281355381012
25,0.7931914925575256,0.7595908045768738
26,0.843404233455658,0.8286445140838623
27,0.8689361810684204,0.8363171219825745
28,0.8663829565048218,0.8312020301818848
29,0.8655319213867188,0.8132992386817932
30,0.8842552900314331,0.8132992386817932
31,0.9072340130805969,0.8209718465805054
32,0.8902127742767334,0.833759605884552
33,0.8944680690765381,0.8005114793777466
34,0.9063829779624939,0.7928388714790344
35,0.9021276831626892,0.8542199730873108
36,0.925106406211853,0.8235294222831726
37,0.9217021465301514,0.833759605884552
38,0.9353191256523132,0.8465473055839539
39,0.9370212554931641,0.8491048812866211
40,0.9344680905342102,0.8746802806854248
41,0.6468085050582886,0.7800511717796326
42,0.8340425491333008,0.8132992386817932
43,0.8740425705909729,0.8286445140838623
44,0.9242553114891052,0.8439897894859314
45,0.9268085360527039,0.8286445140838623
46,0.9174467921257019,0.8439897894859314
47,0.925957441329956,0.8184143304824829
48,0.9387233853340149,0.7953964471817017
49,0.9344680905342102,0.8465473055839539
50,0.9387233853340149,0.8721227645874023
51,0.9625532031059265,0.8516623973846436
52,0.9344680905342102,0.8900255560874939
53,0.9591489434242249,0.8542199730873108
54,0.9693617224693298,0.8388746976852417
55,0.936170220375061,0.8746802806854248
56,0.9557446837425232,0.8670076727867126
57,0.9557446837425232,0.8593350648880005
58,0.9693617224693298,0.8695651888847351
59,0.9634042382240295,0.8516623973846436
60,0.9804255366325378,0.861892580986023
61,0.9710638523101807,0.8695651888847351
62,0.9829787015914917,0.8746802806854248
63,0.9812765717506409,0.861892580986023
64,0.9668084979057312,0.8823529481887817
65,0.9821276664733887,0.8849104642868042
66,0.9829787015914917,0.8925831317901611
67,0.988936185836792,0.9002557396888733
68,0.9906383156776428,0.8644501566886902
69,0.9753191471099854,0.861892580986023
70,0.9812765717506409,0.8849104642868042
71,0.9974468350410461,0.9002557396888733
72,0.9957447052001953,0.877237856388092
73,0.9906383156776428,0.8849104642868042
74,0.988936185836792,0.905370831489563
75,0.9906383156776428,0.9079284071922302
76,0.9940425753593445,0.8976982235908508
77,0.9965957403182983,0.8976982235908508
78,0.9914893507957458,0.8874680399894714
79,0.9957447052001953,0.8900255560874939
80,0.989787220954895,0.8976982235908508
81,0.9965957403182983,0.9028133153915405
82,0.9974468350410461,0.9002557396888733
83,0.9957447052001953,0.8976982235908508
84,0.9914893507957458,0.8951406478881836
85,0.9957447052001953,0.9028133153915405
86,0.999148964881897,0.9028133153915405
87,0.9931914806365967,0.9002557396888733
88,0.9974468350410461,0.905370831489563
89,0.9974468350410461,0.9079284071922302
90,0.9974468350410461,0.9028133153915405
91,0.9957447052001953,0.8976982235908508
92,0.9965957403182983,0.8976982235908508
93,0.9982978701591492,0.905370831489563
94,0.9965957403182983,0.8951406478881836
95,0.9948936104774475,0.8976982235908508
96,0.999148964881897,0.9002557396888733
97,0.9982978701591492,0.9028133153915405
98,0.9982978701591492,0.9028133153915405
99,0.9982978701591492,0.8951406478881836
100,1.0,0.9028133153915405
101,0.999148964881897,0.9002557396888733
102,1.0,0.9002557396888733
103,1.0,0.9079284071922302
104,0.9974468350410461,0.905370831489563
105,0.9982978701591492,0.905370831489563
106,0.9982978701591492,0.9104859232902527
107,1.0,0.8976982235908508
108,1.0,0.9079284071922302
109,0.9957447052001953,0.9079284071922302
110,0.999148964881897,0.9104859232902527
111,0.9974468350410461,0.8900255560874939
112,0.9974468350410461,0.9028133153915405
113,0.9982978701591492,0.9028133153915405
114,0.9965957403182983,0.9028133153915405
115,0.9965957403182983,0.9028133153915405
116,1.0,0.905370831489563
117,1.0,0.9002557396888733
118,0.9982978701591492,0.9028133153915405
119,0.9965957403182983,0.905370831489563
120,0.9974468350410461,0.9028133153915405
121,0.9974468350410461,0.9130434989929199
122,0.9982978701591492,0.905370831489563
123,1.0,0.9130434989929199
124,0.9982978701591492,0.9104859232902527
125,0.999148964881897,0.905370831489563
126,0.999148964881897,0.905370831489563
127,0.999148964881897,0.905370831489563
128,0.999148964881897,0.905370831489563
129,0.999148964881897,0.9079284071922302
130,0.999148964881897,0.9104859232902527
