epoch,accuracy,val_accuracy
1,0.3492879867553711,0.501298725605011
2,0.5880478024482727,0.5246753096580505
3,0.6091633439064026,0.5649350881576538
4,0.6824701428413391,0.56623375415802
5,0.6398406624794006,0.6285714507102966
6,0.6828685402870178,0.635064959526062
7,0.6597609519958496,0.6012986898422241
8,0.6278884410858154,0.5974025726318359
9,0.7772908210754395,0.581818163394928
10,0.7394422292709351,0.633766233921051
11,0.7613545656204224,0.6922078132629395
12,0.7756972312927246,0.6623376607894897
13,0.6868525743484497,0.715584397315979
14,0.7318724989891052,0.6545454263687134
15,0.7525896430015564,0.649350643157959
16,0.8183267116546631,0.6662337779998779
17,0.6964143514633179,0.6415584683418274
18,0.7490040063858032,0.7129870057106018
19,0.7844621539115906,0.6519480347633362
20,0.785258948802948,0.7025973796844482
21,0.8027888536453247,0.7181817889213562
22,0.8079681396484375,0.7376623153686523
23,0.7537848353385925,0.731168806552887
24,0.7887658476829529,0.71688312292099
25,0.839085042476654,0.7298701405525208
26,0.8123505711555481,0.7246752977371216
27,0.839442253112793,0.7298701405525208
28,0.8266932368278503,0.731168806552887
29,0.7424841523170471,0.7233766317367554
30,0.8071712851524353,0.7272727489471436
31,0.884063720703125,0.7363636493682861
32,0.8832669258117676,0.7363636493682861
33,0.776494026184082,0.7506493330001831
34,0.8637450337409973,0.7415584325790405
35,0.8266932368278503,0.7454545497894287
36,0.7904382348060608,0.7298701405525208
37,0.8565737009048462,0.7493506669998169
38,0.8474103808403015,0.7467532753944397
39,0.8749004006385803,0.7376623153686523
40,0.8888446092605591,0.7376623153686523
41,0.870517909526825,0.7363636493682861
42,0.8697211146354675,0.7363636493682861
43,0.8119521737098694,0.7428571581840515
44,0.852988064289093,0.7389610409736633
45,0.8701195120811462,0.7402597665786743
46,0.8513944149017334,0.7428571581840515
