epoch,accuracy,val_accuracy
1,0.1945812851190567,0.1818181872367859
2,0.2729063928127289,0.24415583908557892
3,0.32413792610168457,0.2532467544078827
4,0.3852216601371765,0.27532467246055603
5,0.3980295658111572,0.30779221653938293
6,0.43546798825263977,0.3246753215789795
7,0.4472906291484833,0.3259740173816681
8,0.44285714626312256,0.33896103501319885
9,0.4596059024333954,0.34675323963165283
10,0.4798029661178589,0.3519480526447296
11,0.4753694534301758,0.33896103501319885
12,0.49359604716300964,0.37142857909202576
13,0.517241358757019,0.3623376488685608
14,0.5201970338821411,0.3519480526447296
15,0.5098522305488586,0.34675323963165283
16,0.5261083841323853,0.3532467484474182
17,0.5187191963195801,0.3649350702762604
18,0.5334975123405457,0.3597402572631836
19,0.5334975123405457,0.3610389530658722
20,0.5310344696044922,0.38051947951316833
21,0.47487685084342957,0.4285714328289032
22,0.6403940916061401,0.48831167817115784
23,0.6935960650444031,0.5376623272895813
24,0.7330049276351929,0.5506493449211121
25,0.7487684488296509,0.5051947832107544
26,0.7665024399757385,0.48831167817115784
27,0.7743842601776123,0.5480519533157349
28,0.8054187297821045,0.56623375415802
29,0.8167487978935242,0.5493506789207458
30,0.8211822509765625,0.5415584444999695
31,0.8192118406295776,0.515584409236908
32,0.8389162421226501,0.5415584444999695
33,0.8453202247619629,0.5948051810264587
34,0.8413792848587036,0.6038960814476013
35,0.8615763783454895,0.5883116722106934
36,0.8546798229217529,0.516883134841919
37,0.8768472671508789,0.5792207717895508
38,0.8610837459564209,0.5961039066314697
39,0.8694581389427185,0.5311688184738159
40,0.8832512497901917,0.5727272629737854
41,0.5729063749313354,0.5753246545791626
42,0.7655172348022461,0.6454545259475708
43,0.8221675157546997,0.5857142806053162
44,0.8389162421226501,0.633766233921051
45,0.865517258644104,0.6181818246841431
46,0.8645319938659668,0.6363636255264282
47,0.8738916516304016,0.6168830990791321
48,0.8758620619773865,0.6142857074737549
49,0.8802955746650696,0.6480519771575928
50,0.9088670015335083,0.6155844330787659
51,0.8862069249153137,0.6103895902633667
52,0.9009852409362793,0.5948051810264587
53,0.9098522067070007,0.633766233921051
54,0.8940886855125427,0.6051948070526123
55,0.9029556512832642,0.5896103978157043
56,0.9054186940193176,0.6909090876579285
57,0.9231526851654053,0.6389610171318054
58,0.9251231551170349,0.6415584683418274
59,0.9256157875061035,0.6285714507102966
60,0.935960590839386,0.6766234040260315
61,0.9394088387489319,0.6714285612106323
62,0.9482758641242981,0.6597402691841125
63,0.9541872143745422,0.633766233921051
64,0.9630541801452637,0.6311688423156738
65,0.9610837697982788,0.6441558599472046
66,0.9650246500968933,0.6233766078948975
67,0.9674876928329468,0.6558441519737244
68,0.9724137783050537,0.6376623511314392
69,0.9665024876594543,0.6454545259475708
70,0.9768472909927368,0.6701298952102661
71,0.9679803252220154,0.6844155788421631
72,0.9709359407424927,0.6571428775787354
73,0.9733990430831909,0.6701298952102661
74,0.9650246500968933,0.6597402691841125
75,0.9768472909927368,0.6597402691841125
76,0.9822660088539124,0.6662337779998779
77,0.9709359407424927,0.65064936876297
78,0.9763546586036682,0.6675324440002441
79,0.9832512140274048,0.6584415435791016
80,0.9802955389022827,0.6896103620529175
81,0.9871920943260193,0.7025973796844482
82,0.9901477694511414,0.7025973796844482
83,0.993596076965332,0.6948052048683167
84,0.9871920943260193,0.7025973796844482
85,0.993596076965332,0.6961038708686829
86,0.9926108121871948,0.6909090876579285
87,0.9926108121871948,0.6922078132629395
88,0.9891625642776489,0.6961038708686829
89,0.993596076965332,0.6844155788421631
90,0.9862068891525269,0.6805194616317749
91,0.9886699318885803,0.6922078132629395
92,0.992118239402771,0.6961038708686829
93,0.9926108121871948,0.6935064792633057
94,0.9886699318885803,0.6805194616317749
95,0.9896551966667175,0.6818181872367859
96,0.9911330342292786,0.6831169128417969
97,0.9940886497497559,0.6922078132629395
98,0.9886699318885803,0.6805194616317749
99,0.9945812821388245,0.6896103620529175
100,0.9931034445762634,0.6935064792633057
101,0.9945812821388245,0.6766234040260315
102,0.992118239402771,0.6805194616317749
103,0.993596076965332,0.6844155788421631
104,0.9926108121871948,0.6883116960525513
105,0.993596076965332,0.6831169128417969
106,0.993596076965332,0.6818181872367859
107,0.9945812821388245,0.6857143044471741
108,0.9916256070137024,0.6909090876579285
109,0.9945812821388245,0.6831169128417969
110,0.9940886497497559,0.6844155788421631
111,0.992118239402771,0.6831169128417969
112,0.9965517520904541,0.6857143044471741
113,0.993596076965332,0.6870129704475403
114,0.9940886497497559,0.6896103620529175
115,0.9940886497497559,0.6792207956314087
116,0.993596076965332,0.6818181872367859
117,0.9965517520904541,0.6857143044471741
118,0.993596076965332,0.6844155788421631
119,0.9945812821388245,0.6909090876579285
120,0.9955664873123169,0.6935064792633057
121,0.99064040184021,0.7025973796844482
122,0.9886699318885803,0.7025973796844482
123,0.9901477694511414,0.7025973796844482
124,0.9886699318885803,0.7025973796844482
125,0.9896551966667175,0.7038961052894592
126,0.9926108121871948,0.701298713684082
127,0.9896551966667175,0.7025973796844482
128,0.9911330342292786,0.7025973796844482
129,0.99064040184021,0.699999988079071
130,0.9896551966667175,0.6961038708686829
